category,genre_id,rank,app_id,name,developer_rss,url_rss,rating,ratings_count,price,description
Food & Drink,6023,20,6736405419,Hardees Pakistan,TECH WORKS (PRIVATE) LIMITED,https://apps.apple.com/pk/app/hardees-pakistan/id6736405419?uo=2,,,,
Food & Drink,6023,21,1572251449,Sweet Creme,TECH WORKS (PRIVATE) LIMITED,,,,,
Food & Drink,6023,22,1664369441,Jazeera Foods,TECH WORKS (PRIVATE) LIMITED,,,,,
Food & Drink,6023,23,1595938390,Zest: Meal Planner & Helper,"Culi, Inc.",,,,,
Food & Drink,6023,24,1001501844,Deliveroo: Food & Shopping,Deliveroo,,,,,
Food & Drink,6023,25,1557247706,Jalal Sons,Jalal Sons,,,,,
Food & Drink,6023,26,1319278882,14th Street Pizza Co.,14th Street Pizza Co.,,,,,
Food & Drink,6023,27,6749861763,Sugreve,TECH WORKS (PRIVATE) LIMITED,https://apps.apple.com/pk/app/sugreve/id6749861763?uo=2,,,,
Food & Drink,6023,28,6472429097,Brim Burgers,TECH WORKS (PRIVATE) LIMITED,,,,,
Food & Drink,6023,29,1491761668,KFC Saudi Arabia,Kuwait Food Co.(Americana),,,,,
Food & Drink,6023,30,1555639986,Burger Lab,INDOLJ,https://apps.apple.com/pk/app/burger-lab/id1555639986?uo=2,,,,
Food & Drink,6023,31,1575699786,California Pizza (PK),INDOLJ,https://apps.apple.com/pk/app/california-pizza-pk/id1575699786?uo=2,,,,
Food & Drink,6023,32,6741194217,Soft Swirl,TECH WORKS (PRIVATE) LIMITED,https://apps.apple.com/pk/app/soft-swirl/id6741194217?uo=2,,,,
Food & Drink,6023,33,6572311973,Layers Bakeshop US,Scott A Cicerone,,,,,
Food & Drink,6023,34,1406219465,菜谱大全-川菜家常菜大全厨房食谱首选,慧敏 赵,,,,,
Food & Drink,6023,35,1225034537,Smiles: Food Grocery Lifestyle,Emirates Telecommunications Corporation,,,,,
Food & Drink,6023,36,6456843009,Subway - Pakistan,TECH WORKS (PRIVATE) LIMITED,,,,,
Food & Drink,6023,37,1465184893,NY212,INDOLJ,,,,,
Food & Drink,6023,38,1451492388,Bolt Food,BOLT TECHNOLOGY OU,https://apps.apple.com/pk/app/bolt-food/id1451492388?uo=2,,,,
Food & Drink,6023,39,6468562716,Melting Spot Pizza,TECH WORKS (PRIVATE) LIMITED,,,,,
Food & Drink,6023,40,6593676353,Stone Ove Pizza Valley,Hashim Shah,,,,,
Food & Drink,6023,41,6752267647,Kruncheese,TECH WORKS (PRIVATE) LIMITED,https://apps.apple.com/pk/app/kruncheese/id6752267647?uo=2,,,,
Food & Drink,6023,42,1668736276,Wrap Lab: Menu & Food Delivery,INDOLJ,https://apps.apple.com/pk/app/wrap-lab-menu-food-delivery/id1668736276?uo=2,,,,
Food & Drink,6023,43,6746220588,Pizza Online,TECH WORKS (PRIVATE) LIMITED,https://apps.apple.com/pk/app/pizza-online/id6746220588?uo=2,,,,
Food & Drink,6023,44,1620153149,Ninja - نينجا,TECH-ADVANCE FOR INFORMATION TECHNOLOGY CO,https://apps.apple.com/pk/app/ninja-%D9%86%D9%8A%D9%86%D8%AC%D8%A7/id1620153149?uo=2,,,,
Food & Drink,6023,45,1594167329,Pizza Max,Creative Drop,,,,,
Food & Drink,6023,46,6466403114,EAT Smash Pakistan,TECH WORKS (PRIVATE) LIMITED,,,,,
Food & Drink,6023,47,6446815718,Chunk N Cheese,TECH WORKS (PRIVATE) LIMITED,,,,,
Food & Drink,6023,48,1584114512,OD Pakistan,TECH WORKS (PRIVATE) LIMITED,,,,,
Food & Drink,6023,49,1507966455,Howdy Pakistan,TECH WORKS (PRIVATE) LIMITED,https://apps.apple.com/pk/app/howdy-pakistan/id1507966455?uo=2,,,,
Food & Drink,6023,50,6754214543,Bite Pakistan,Daud Ahmed,https://apps.apple.com/pk/app/bite-pakistan/id6754214543?uo=2,,,,
Magazines & Newspapers,6021,1,6751490936,MovieBox - Movie & TV Shows,Peter Joseph,https://apps.apple.com/pk/app/moviebox-movie-tv-shows/id6751490936?uo=2,,,,
Magazines & Newspapers,6021,2,1564334567,Movies Box & TV Show,Vlad Khodiachiy,,,,,
Magazines & Newspapers,6021,3,6751138152,"Lok L0k: Watch TV drama, Movie",Liam Calder,https://apps.apple.com/pk/app/lok-l0k-watch-tv-drama-movie/id6751138152?uo=2,,,,
Magazines & Newspapers,6021,4,6752773778,HappyMood - All Games Library,Happy Games Mood,https://apps.apple.com/pk/app/happymood-all-games-library/id6752773778?uo=2,,,,
Magazines & Newspapers,6021,5,1239397626,"The Economist - News, Podcasts",The Economist,,,,,
Magazines & Newspapers,6021,6,1337550955,"WebComics - Webtoon, Manga",WEBCOMICS HOLDINGS,https://apps.apple.com/pk/app/webcomics-webtoon-manga/id1337550955?uo=2,,,,
Magazines & Newspapers,6021,7,284862083,NYTimes: Breaking World News,The New York Times Company,,,,,
Magazines & Newspapers,6021,8,1033598731,"Inkitt: Books, Novels, Stories",Free Novels Inc,,,,,
Magazines & Newspapers,6021,9,1555980557,SkyBlue Ad Blocker for Safari,"Circo, Inc.",,,,,
Magazines & Newspapers,6021,10,1634357864,Makeup Game: Dress Up Princess,Impulse Star Games,,,,,
Magazines & Newspapers,6021,11,1234939196,WebNovel - Read Novels & Manga,Cloudary Holdings Limited,,,,,
Magazines & Newspapers,6021,12,352509417,Washington Post,The Washington Post,,,,,
Magazines & Newspapers,6021,13,331786748,CNN: Live & Breaking News,"CNN Interactive Group, Inc.",https://apps.apple.com/pk/app/cnn-live-breaking-news/id331786748?uo=2,,,,
Magazines & Newspapers,6021,14,6511240337,NovelTime: Read Novels & Books,FLUX JOY PTE. LTD.,https://apps.apple.com/pk/app/noveltime-read-novels-books/id6511240337?uo=2,,,,
Magazines & Newspapers,6021,15,1324203419,Ground News,Snapwise Inc.,,,,,
Magazines & Newspapers,6021,16,364387007,The Wall Street Journal. News,"Dow Jones & Company, Inc., publisher of The Wall Street Journal.",,,,,
Magazines & Newspapers,6021,17,6503601052,PAK NDMA-Disaster Alert,National Disaster Management Authority,https://apps.apple.com/pk/app/pak-ndma-disaster-alert/id6503601052?uo=2,,,,
Magazines & Newspapers,6021,18,575171785,Foreign Affairs Magazine,Council on Foreign Relations,,,,,
Magazines & Newspapers,6021,19,661150926,Vogue France Magazine,Condé Nast Digital France,,,,,
Magazines & Newspapers,6021,20,1143224567,Model Society - Nude Fine Art,David Bollt,,,,,
Magazines & Newspapers,6021,21,6753769587,BTC Magazine,Joseph Tito,https://apps.apple.com/pk/app/btc-magazine/id6753769587?uo=2,,,,
Magazines & Newspapers,6021,22,409128287,The Guardian - UK & World News,Guardian News and Media Limited,https://apps.apple.com/pk/app/the-guardian-uk-world-news/id409128287?uo=2,,,,
Magazines & Newspapers,6021,23,1355597668,Skyways,Magzter Inc.,https://apps.apple.com/pk/app/skyways/id1355597668?uo=2,,,,
Magazines & Newspapers,6021,24,483342122,PLAY Games,Editora Europa,,,,,
Magazines & Newspapers,6021,25,6504370559,Yacine : Match,Gautier Lortie,,,,,
Magazines & Newspapers,6021,26,1555176477,Text To Speech : Audio Books,SMART WIDGET LABS COMPANY LIMITED,,,,,
Magazines & Newspapers,6021,27,909275381,"Khaleej Times: UAE, World News",Khaleej Times,https://apps.apple.com/pk/app/khaleej-times-uae-world-news/id909275381?uo=2,,,,
Magazines & Newspapers,6021,28,378559201,VOGUE MAGAZIN (D),Conde Nast Digital Germany GmbH,,,,,
Magazines & Newspapers,6021,29,1034756405,Foreign Policy News & Analysis,Foreign Policy Magazine,,,,,
Magazines & Newspapers,6021,30,6753774110,Sflix : Movies & Tv Shows,Roger Amaury,https://apps.apple.com/pk/app/sflix-movies-tv-shows/id6753774110?uo=2,,,,
Magazines & Newspapers,6021,31,896628003,Espresso from The Economist,The Economist,,,,,
Magazines & Newspapers,6021,32,313904711,PressReader: News & Magazines,PressReader Inc,,,,,
Magazines & Newspapers,6021,33,514734550,Scientific American,"Springer Nature America, Inc.",,,,,
Magazines & Newspapers,6021,34,1568149521,My Passion: Novels and Romance,HW FANTASY LIMITED,https://apps.apple.com/pk/app/my-passion-novels-and-romance/id1568149521?uo=2,,,,
Magazines & Newspapers,6021,35,1463349850,Show Box & TV Movie Hub Cinema,Mai Dang,,,,,
Magazines & Newspapers,6021,36,1552613187,Nerdish: Read. Learn. Grow.,Nerdish OU,https://apps.apple.com/pk/app/nerdish-read-learn-grow/id1552613187?uo=2,,,,
Magazines & Newspapers,6021,37,6744657579,Erotic Adult Stories - Crave,VYTAUTAS VAIDZIULIS,https://apps.apple.com/pk/app/erotic-adult-stories-crave/id6744657579?uo=2,,,,
Magazines & Newspapers,6021,38,434360554,British Vogue,The Conde Nast Publications Limited,,,,,
Magazines & Newspapers,6021,39,468374968,Digital Camera World,Future plc,,,,,
Magazines & Newspapers,6021,40,6738730776,Spicy AI: Spicy Audio Stories,DREAMLOOP TECHNOLOGIES PRIVATE LIMITED,https://apps.apple.com/pk/app/spicy-ai-spicy-audio-stories/id6738730776?uo=2,,,,
Magazines & Newspapers,6021,41,539824445,中关村在线 - 1.2亿科技用户真实好物口碑,"Beijing Zhixing Ruijing Technology Co., Ltd.",https://apps.apple.com/pk/app/%E4%B8%AD%E5%85%B3%E6%9D%91%E5%9C%A8%E7%BA%BF-1-2%E4%BA%BF%E7%A7%91%E6%8A%80%E7%94%A8%E6%88%B7%E7%9C%9F%E5%AE%9E%E5%A5%BD%E7%89%A9%E5%8F%A3%E7%A2%91/id539824445?uo=2,,,,
Magazines & Newspapers,6021,42,6745787198,Jupi Novels & Booktok,Bots and Bolts,https://apps.apple.com/pk/app/jupi-novels-booktok/id6745787198?uo=2,,,,
Magazines & Newspapers,6021,43,494302492,The Tablet,The Tablet Publishing Company Limited,,,,,
Magazines & Newspapers,6021,44,6541751305,Novelia - Read Original Novels,Alexey Strelkov,https://apps.apple.com/pk/app/novelia-read-original-novels/id6541751305?uo=2,,,,
Magazines & Newspapers,6021,45,6742027047,Al Jundi,Ministry Of Defence UAE,https://apps.apple.com/pk/app/al-jundi/id6742027047?uo=2,,,,
Magazines & Newspapers,6021,46,6466726690,ICA APP: Online Church Portal,Kunozga Mlowoka,,,,,
Magazines & Newspapers,6021,47,6502340091,Listen AI: PDF & Docs Reader,DEEP FLOW SOFTWARE SERVICES,https://apps.apple.com/pk/app/listen-ai-pdf-docs-reader/id6502340091?uo=2,,,,
Magazines & Newspapers,6021,48,1081530898,The New Yorker,Advance Magazine Publishers Inc.,,,,,
Magazines & Newspapers,6021,49,1666537612,I Love Jhelum City,waqas mehmood,,,,,
Magazines & Newspapers,6021,50,6502504985,ChatPDF: Summarize & Ask PDF,"Tiny Leo Co., Ltd",,,,,
Navigation,6010,1,585027354,Google Maps,Google,https://apps.apple.com/pk/app/google-maps/id585027354?uo=2,,,,
Navigation,6010,2,323229106,Waze Navigation & Live Traffic,Waze Inc.,,,,,
Navigation,6010,3,824927276,Qibla Compass (Kaaba Locator),FATIMA OMER APPS LLC,,,,,
Navigation,6010,4,1444860666,"Qibla Finder, Compass 100%",CNT INTERAKTIF BILGI TEKNOLOJILERI YAZILIM SANAYI VE TICARET ANONIM SIRKETI,,,,,
Navigation,6010,5,461703208,AMap Global,AutoNavi Information Technology Co. Ltd.,https://apps.apple.com/pk/app/amap-global/id461703208?uo=2,,,,
Navigation,6010,6,481627348,"2GIS: Map, Navigation, Tracker","LLC ""DoubleGIS""",https://apps.apple.com/pk/app/2gis-map-navigation-tracker/id481627348?uo=2,,,,
Navigation,6010,7,6749282825,MapView+,Abu Lei Mahmud,https://apps.apple.com/pk/app/mapview/id6749282825?uo=2,,,,
Navigation,6010,8,6444363435,iTeck,iTeck,,,,,
Navigation,6010,9,1300108206,Falconi,Falconi,https://apps.apple.com/pk/app/falconi/id1300108206?uo=2,,,,
Navigation,6010,10,6501647089,GPS Phone Location Tracker,REIDXSOFT YAZILIM TICARET LIMITED SIRKETI,,,,,
Navigation,6010,11,1473278170,Vehicle Info - Vahan Master,Manisha Lathiya,,,,,
Navigation,6010,12,6547852354,GPS Maps Camera,Krutagna Infotech,,,,,
Navigation,6010,13,939507215,Speedometer Simple,WATT APPS,,,,,
Navigation,6010,14,469463298,Citymapper: Your Transport App,Citymapper Limited,,,,,
Navigation,6010,15,6743749221,"GPS Emulator ,GPS Tracker",Vivek Vadhaiya,https://apps.apple.com/pk/app/gps-emulator-gps-tracker/id6743749221?uo=2,,,,
Navigation,6010,16,6743171199,Qibla Finder: Qibla Compass,Rabia Aslam,https://apps.apple.com/pk/app/qibla-finder-qibla-compass/id6743171199?uo=2,,,,
Navigation,6010,17,452186370,百度地图-打车公交出行，吃住玩常用交通服务平台,"Beijing Baidu Netcom Science & Technology Co.,Ltd",https://apps.apple.com/pk/app/%E7%99%BE%E5%BA%A6%E5%9C%B0%E5%9B%BE-%E6%89%93%E8%BD%A6%E5%85%AC%E4%BA%A4%E5%87%BA%E8%A1%8C-%E5%90%83%E4%BD%8F%E7%8E%A9%E5%B8%B8%E7%94%A8%E4%BA%A4%E9%80%9A%E6%9C%8D%E5%8A%A1%E5%B9%B3%E5%8F%B0/id452186370?uo=2,,,,
Navigation,6010,18,1634686921,Location Changer GPS Share App,CEBINDEKI PAZAR E-TICARET ALISVERIS HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,https://apps.apple.com/pk/app/location-changer-gps-share-app/id1634686921?uo=2,,,,
Navigation,6010,19,1537746512,CarAuto(Global),辽宁尔雅网信科技有限公司,,,,,
Navigation,6010,20,498477945,Moovit: Public Transport Live,Moovit App Global LTD,,,,,
Navigation,6010,21,440224767,Qibla direction: Qibla Compass,FATIMA OMER APPS LLC,,,,,
Navigation,6010,22,1030267088,Offline Map Navigation,VirtualMaze,,,,,
Navigation,6010,23,897442736,Bolt Driver: Drive & Earn,BOLT TECHNOLOGY OU,https://apps.apple.com/pk/app/bolt-driver-drive-earn/id897442736?uo=2,,,,
Navigation,6010,24,498151501,Transit • Live Transport Times,"Transit App, Inc.",,,,,
Navigation,6010,25,557871911,Speedometer 55 Start. GPS Box.,Stanislav Dvoychenko,,,,,
Navigation,6010,26,313877526,Yandex Maps & Navigator,Direct Cursus Computer Systems Trading,,,,,
Navigation,6010,27,1214681230,S'hail,Roads & Transport Authority,,,,,
Navigation,6010,28,6747647707,AtIas Maps Pro,Olaba Shubhashbhai,https://apps.apple.com/pk/app/atias-maps-pro/id6747647707?uo=2,,,,
Navigation,6010,29,6444859705,Alpha Track Secure,Imran Junnaid,,,,,
Navigation,6010,30,6446375269,U Track Pro,Osama Buzdar,,,,,
Navigation,6010,31,1610276914,GPS Live Navigation & Live Map,Erasoft Technology,,,,,
Navigation,6010,32,6743021063,"Location Changer,Save Location",Kishorbhai Kapadiya,https://apps.apple.com/pk/app/location-changer-save-location/id6743021063?uo=2,,,,
Navigation,6010,33,6684855716,Where is my Train - Live Train,Snehal Sangani,https://apps.apple.com/pk/app/where-is-my-train-live-train/id6684855716?uo=2,,,,
Navigation,6010,34,1075788157,Satellite Finder (Pro),Peter Bohl,,,,,
Navigation,6010,35,1099797635,Radarbot: Speed Camera Alerts,Iteration Mobile S.L,https://apps.apple.com/pk/app/radarbot-speed-camera-alerts/id1099797635?uo=2,,,,
Navigation,6010,36,560444328,Qibla Compass,Faisal Sultan,,,,,
Navigation,6010,37,1548188093,Neshan Map,Javad Amel Khabazan,https://apps.apple.com/pk/app/neshan-map/id1548188093?uo=2,,,,
Navigation,6010,38,1493334107,Satellite Map - Live Earth,慧敏 赵,,,,,
Navigation,6010,39,585193266,Sygic GPS Navigation & Maps,Sygic a. s.,,,,,
Navigation,6010,40,6450388413,VoiceVista,Jianfeng Wu,,,,,
Navigation,6010,41,1476862500,Mux Tech,MUXTECH DIGITAL IT SOLUTIONS CO. L.L.C,,,,,
Navigation,6010,42,6476772953,Live Satellite View & Maps,Zia Ur Rahman,,,,,
Navigation,6010,43,6743396129,GPS Location Changer,Ramani Hasmukhbhai,https://apps.apple.com/pk/app/gps-location-changer/id6743396129?uo=2,,,,
Navigation,6010,44,711323002,Speedometer: Smart GPS Tracker,AppAspect Technologies Pvt. Ltd.,,,,,
Navigation,6010,45,474500851,"Yandex Navi – navigation, maps",Direct Cursus Computer Systems Trading,,,,,
Navigation,6010,46,1626523430,TRASUR,TRACKING & SURVEILLANCE (PVT.) LTD,,,,,
Navigation,6010,47,6743647351,"Mock Location, GPS Changer",Hemil Vasani,https://apps.apple.com/pk/app/mock-location-gps-changer/id6743647351?uo=2,,,,
Navigation,6010,48,6745719111,Location Changer: Loc Saver,Yassir Hrout,https://apps.apple.com/pk/app/location-changer-loc-saver/id6745719111?uo=2,,,,
Navigation,6010,49,6748606250,GeoFIy+ - Raining 3D Maps,Qirat Eshal,https://apps.apple.com/pk/app/geofiy-raining-3d-maps/id6748606250?uo=2,,,,
Navigation,6010,50,484527651,Île-de-France Mobilités,Ile de France Mobilites,,,,,
Photo & Video,6008,1,1500855883,CapCut - Photo & Video Editor,Bytedance Pte. Ltd,,,,,
Photo & Video,6008,2,447188370,Snapchat: Chat with friends,"Snap, Inc.",,,,,
Photo & Video,6008,3,389801252,Instagram,"Instagram, Inc.",,,,,
Photo & Video,6008,4,544007664,YouTube,Google,,,,,
Photo & Video,6008,5,1558240027,Meta AI,"Meta Platforms, Inc.",https://apps.apple.com/pk/app/meta-ai/id1558240027?uo=2,,,,
Photo & Video,6008,6,6449580241,Blackmagic Camera,Blackmagic Design Inc,,,,,
Photo & Video,6008,7,1470373330,Remini - AI Photo Enhancer,Bending Spoons Apps ApS,,,,,
Photo & Video,6008,8,587366035,"Picsart AI Photo, Video Editor","PicsArt, Inc.",,,,,
Photo & Video,6008,9,6738967378,Edits: Video Editor,"Instagram, Inc.",https://apps.apple.com/pk/app/edits-video-editor/id6738967378?uo=2,,,,
Photo & Video,6008,10,1594288016,Wink: Video Enhancer & Editor,"Xiamen Meitu Technology Co., Ltd.",https://apps.apple.com/pk/app/wink-video-enhancer-editor/id1594288016?uo=2,,,,
Photo & Video,6008,11,997362197,InShot - AI Video Editor,SHANTANU PTE. LTD.,,,,,
Photo & Video,6008,12,897446215,Canva: AI Video & Photo Editor,Canva,https://apps.apple.com/pk/app/canva-ai-video-photo-editor/id897446215?uo=2,,,,
Photo & Video,6008,13,962194608,Google Photos: Backup & Edit,Google,https://apps.apple.com/pk/app/google-photos-backup-edit/id962194608?uo=2,,,,
Photo & Video,6008,14,416048305,Meitu- Photo & Video Editor,"Xiamen Meitu Technology Co., Ltd.",https://apps.apple.com/pk/app/meitu-photo-video-editor/id416048305?uo=2,,,,
Photo & Video,6008,15,6478151677,TikTok Studio,TikTok Ltd.,https://apps.apple.com/pk/app/tiktok-studio/id6478151677?uo=2,,,,
Photo & Video,6008,16,6498628946,"AI Video Generator, Art・Filter",COSMOS OYUN YAZILIM DANIŞMANLIK SANAYİ TİCARET LİMİTED ŞİRKETİ,https://apps.apple.com/pk/app/ai-video-generator-art-filter/id6498628946?uo=2,,,,
Photo & Video,6008,17,1591153977,PLAYit-All in One Video Player,PLAYIT TECHNOLOGY PTE. LTD.,,,,,
Photo & Video,6008,18,1343581380,VN AI Video Editor,"Ubiquiti Labs, LLC",,,,,
Photo & Video,6008,19,888530356,YouTube Studio,Google,https://apps.apple.com/pk/app/youtube-studio/id888530356?uo=2,,,,
Photo & Video,6008,20,650377962,VLC media player,VideoLAN,,,,,
Photo & Video,6008,21,878783582,Lightroom Photo & Video Editor,Adobe Inc.,https://apps.apple.com/pk/app/lightroom-photo-video-editor/id878783582?uo=2,,,,
Photo & Video,6008,22,1644042837,Hypic - Photo Editor & AI Art,Bytedance Pte. Ltd,,,,,
Photo & Video,6008,23,6740760807,Kapi Cam - Vintage Camera,"Shanghai Yuhuan Technology Co., LTD",https://apps.apple.com/pk/app/kapi-cam-vintage-camera/id6740760807?uo=2,,,,
Photo & Video,6008,24,1087803190,Hik-Connect - for End user,"Hangzhou Hikvision Digital Technology Co., Ltd.",,,,,
Photo & Video,6008,25,1422471180,Dazz Cam - Vintage Camera,DAZZ PTE. LTD.,,,,,
Photo & Video,6008,26,6744670522,AgeLapse – Face Age Changer,Chuong Tran Phuc,,,,,
Photo & Video,6008,27,6737690010,"HairX AI, Change Hairstyle Now",小舟 陈,https://apps.apple.com/pk/app/hairx-ai-change-hairstyle-now/id6737690010?uo=2,,,,
Photo & Video,6008,28,1544211932,PrettyUp- AI Body Editor Video,Pixl Concerto Technology Limited,,,,,
Photo & Video,6008,29,1545593132,Glam AI: Video & Photo Editor,"Glam Labs, Inc.",https://apps.apple.com/pk/app/glam-ai-video-photo-editor/id1545593132?uo=2,,,,
Photo & Video,6008,30,6740392490,Video Downloader HD ~ Vidow,Ashish Paneliya,https://apps.apple.com/pk/app/video-downloader-hd-vidow/id6740392490?uo=2,,,,
Photo & Video,6008,31,1388988209,V380 Pro,"Guangzhou Hongshi Information Technology Co., Ltd",,,,,
Photo & Video,6008,32,1473940972,AI Video Creator: DigiArt,东莞市水滴互娱网络科技有限公司,,,,,
Photo & Video,6008,33,1489145709,Screen Recorder - V Recorder,VIDEOSHOW PTE. LTD.,,,,,
Photo & Video,6008,34,6469552837,Final Cut Camera,Apple,https://apps.apple.com/pk/app/final-cut-camera/id6469552837?uo=2,,,,
Photo & Video,6008,35,1578325069,Photo + Video Filters by Setty,A Color Story LLC,https://apps.apple.com/pk/app/photo-video-filters-by-setty/id1578325069?uo=2,,,,
Photo & Video,6008,36,1425445169,MX Video Player HD,Gajera Himmatbhai,https://apps.apple.com/pk/app/mx-video-player-hd/id1425445169?uo=2,,,,
Photo & Video,6008,37,530957474,Collage Maker ◇,VIDEO EDITOR PTE. LTD.,,,,,
Photo & Video,6008,38,6739276631,AI Catch: AI Video Generator,Prominent Fortune PTE. LTD,https://apps.apple.com/pk/app/ai-catch-ai-video-generator/id6739276631?uo=2,,,,
Photo & Video,6008,39,6444902792,AI Marvels - AI Photo Editor,"HITPAW CO.,LIMITED",https://apps.apple.com/pk/app/ai-marvels-ai-photo-editor/id6444902792?uo=2,,,,
Photo & Video,6008,40,1598997500,Video Lite,"Video Lite, Inc.",,,,,
Photo & Video,6008,41,1603057438,PreTub - No ads in video,Nguyen Tien Hoa,,,,,
Photo & Video,6008,42,439438619,Snapseed: Photo Editor,Google,https://apps.apple.com/pk/app/snapseed-photo-editor/id439438619?uo=2,,,,
Photo & Video,6008,43,1251790681,"Likee - Video, Live, Chat",LIKEME PTE. LTD.,https://apps.apple.com/pk/app/likee-video-live-chat/id1251790681?uo=2,,,,
Photo & Video,6008,44,1498431506,Protake - Mobile Cinema Camera,Beijing Lingguang Zaixian Information Technology Limited,,,,,
Photo & Video,6008,45,1459833443,Alight Motion,Bending Spoons Apps ApS,,,,,
Photo & Video,6008,46,886947564,EZVIZ,EZVIZ Inc.,,,,,
Photo & Video,6008,47,1503116917,GPS Map Camera : Geo Timestamp,SUSAMP INFOTECH,https://apps.apple.com/pk/app/gps-map-camera-geo-timestamp/id1503116917?uo=2,,,,
Photo & Video,6008,48,622434129,BeautyPlus-Selfie Photo Editor,PIXOCIAL TECHNOLOGY (SINGAPORE) PTE. LTD.,,,,,
Photo & Video,6008,49,592331499,BeautyCam-AI Photo Editor,"Xiamen Meitu Technology Co., Ltd.",,,,,
Photo & Video,6008,50,1019382747,"Filmora：AI Video Editor, Maker","Shenzhen Wondershare Software Co., Ltd",,,,,
Shopping,6024,1,978058048,Daraz Online Shopping App,Daraz DMCC,https://apps.apple.com/pk/app/daraz-online-shopping-app/id978058048?uo=2,,,,
Shopping,6024,2,878577184,SHEIN-Shopping Online,ROADGET BUSINESS PTE. LTD.,,,,,
Shopping,6024,3,1551315538,OLX Pakistan – Online Shopping,ONLINE CLASSIFIEDS PAKISTAN (SMC-PRIVATE) LIMITED,https://apps.apple.com/pk/app/olx-pakistan-online-shopping/id1551315538?uo=2,,,,
Shopping,6024,4,1641486558,Temu: Shop Like a Billionaire,Temu,,,,,
Shopping,6024,5,6470020517,Markaz: Online Shopping & Earn,MARKAZ TECHNOLOGIES (PRIVATE) LIMITED,,,,,
Shopping,6024,6,503451073,Alibaba.com B2B Trade App,"Hangzhou Alibaba International Information Technology Co., Ltd.",https://apps.apple.com/pk/app/alibaba-com-b2b-trade-app/id503451073?uo=2,,,,
Shopping,6024,7,297606951,Amazon - Shopping made easy,AMZN Mobile LLC,,,,,
Shopping,6024,8,436672029,AliExpress Shopping App,Alibaba,https://apps.apple.com/pk/app/aliexpress-shopping-app/id436672029?uo=2,,,,
Shopping,6024,9,1466211050,Daraz Seller Center,Daraz DMCC,,,,,
Shopping,6024,10,1269038866,"noon Shopping, Food, Grocery",noon E Commerce,,,,,
Shopping,6024,11,387682726,Taobao - Online Shopping App,浙江淘宝网络有限公司,https://apps.apple.com/pk/app/taobao-online-shopping-app/id387682726?uo=2,,,,
Shopping,6024,12,6741764524,Bazaar - Grocery Delivery,Bazaar Technologies,https://apps.apple.com/pk/app/bazaar-grocery-delivery/id6741764524?uo=2,,,,
Shopping,6024,13,1597746512,Krave Mart,KRRAVE TECHNOLOGIES PTE. LTD.,,,,,
Shopping,6024,14,6476638006,LAAM – Online Shopping App,"Laam Technologies, Inc",https://apps.apple.com/pk/app/laam-online-shopping-app/id6476638006?uo=2,,,,
Shopping,6024,15,524362642,Trendyol: Online Shopping,trendyol.com,https://apps.apple.com/pk/app/trendyol-online-shopping/id524362642?uo=2,,,,
Shopping,6024,16,1534791437,Aneelas Brands Mall,Raja Imran,,,,,
Shopping,6024,17,282614216,eBay marketplace: shopping app,eBay Inc.,,,,,
